Marca temporal,Nombre del observador,Sector en el que realizo la observación,Turno,Personal al que observo,Momento que observa,Accion que realizo,Momento que observa2 ,Acción que realizo2 
8/11/2025 13:20:27,Gomez Claudio,UTI ADULTO,SADOFE,Enfermeria,Despues de tocar al paciente,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
8/11/2025 13:20:59,Gomez Claudio,UTI ADULTO,SADOFE,Medico de UTI adultos,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
8/11/2025 13:22:29,Gomez Claudio,UTI ADULTO,SADOFE,Medico Urologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar entorno.,Ninguna
8/11/2025 13:23:04,Gomez Claudio,UTI ADULTO,SADOFE,Kinesiologo,Despues de tocar entorno,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/11/2025 13:25:08,Gomez Claudio,UTI ADULTO,SADOFE,Aux. de alimentación,Despues de tocar entorno,Higiene con solución alcoholica,Despues de tocar entorno.,Ninguna
8/11/2025 13:25:37,Gomez Claudio,UTI ADULTO,SADOFE,Medico de UTI adultos,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
8/11/2025 13:39:57,Gomez Claudio,UTI ADULTO,SADOFE,Medico Urologo (Staff y Residente),Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
1/12/2025 10:11:41,Gomez Claudio,UTI ADULTO,SADOFE,Medico Urologo (Staff y Residente),Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Ninguna
1/12/2025 10:12:23,Gomez Claudio,UTI ADULTO,SADOFE,Enfermeria,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
1/12/2025 10:12:45,Gomez Claudio,UTI ADULTO,SADOFE,Medico de UTI adultos,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
1/12/2025 10:13:10,Gomez Claudio,UTI ADULTO,SADOFE,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
1/12/2025 10:13:32,Gomez Claudio,UTI ADULTO,SADOFE,Tec.Laboratorio,Despues de tocar entorno,Ninguna,Despues de tocar entorno.,Higiene con solución alcoholica
1/12/2025 10:13:52,Gomez Claudio,UTI ADULTO,SADOFE,Imagenes (ecografista y RX),Despues de tocar entorno,Higiene con solución alcoholica,Despues de tocar entorno.,Ninguna
1/12/2025 10:14:09,Gomez Claudio,UTI ADULTO,SADOFE,Camillero,Despues de tocar entorno,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
1/12/2025 10:14:29,Gomez Claudio,UTI ADULTO,SADOFE,Kinesiologo,Despues de tocar entorno,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
1/12/2025 10:15:00,Gomez Claudio,UTI ADULTO,SADOFE,Tec. Hemodialisis,Despues de tocar al paciente,Ninguna,Despues de tocar entorno.,Higiene con solución alcoholica
1/12/2025 10:15:25,Gomez Claudio,UTI ADULTO,SADOFE,Medico de UTI adultos,Despues de tocar al paciente,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
1/12/2025 10:15:48,Gomez Claudio,UTI ADULTO,SADOFE,Aux. de alimentación,Despues de tocar entorno,Ninguna,Despues de tocar entorno.,Ninguna
1/12/2025 10:16:07,Gomez Claudio,UTI ADULTO,SADOFE,Enfermeria,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar entorno.,Ninguna
1/12/2025 10:16:28,Gomez Claudio,UTI ADULTO,SADOFE,Residente de Clinica,Despues de tocar al paciente,Ninguna,Despues de tocar fluidos,Higiene con solución alcoholica
1/12/2025 10:16:52,Gomez Claudio,UTI ADULTO,SADOFE,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
1/12/2025 10:17:18,Gomez Claudio,UTI ADULTO,SADOFE,Medico Cirujano (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
1/12/2025 10:17:38,Gomez Claudio,UTI ADULTO,SADOFE,Enfermeria,Despues de tocar al paciente,Higiene con solución alcoholica,Antes de tocar al paciente,Ninguna
1/12/2025 10:18:03,Gomez Claudio,UTI ADULTO,SADOFE,Medico de UTI adultos,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
1/12/2025 10:18:24,Gomez Claudio,UTI ADULTO,SADOFE,Imagenes (ecografista y RX),Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Ninguna
8/11/2025 13:26:14,Gomez Claudio ,UTI ADULTO,SADOFE,Tec. Hemoterapia,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
8/11/2025 13:29:13,Gomez Claudio ,UTI ADULTO,SADOFE,Imagenes (ecografista y RX),Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
8/11/2025 13:33:48,Gomez Claudio ,UTI ADULTO,SADOFE,Camillero,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/11/2025 13:34:59,Gomez Claudio ,UTI ADULTO,SADOFE,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
8/11/2025 13:36:25,Gomez Claudio ,UTI ADULTO,SADOFE,Medico Traumatologo (Staff y Residente),Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/11/2025 13:37:28,Gomez Claudio ,UTI ADULTO,SADOFE,Medico de UTI adultos,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
8/11/2025 13:38:16,Gomez Claudio ,UTI ADULTO,SADOFE,Tec. Hemodialisis,Después de tocar fluidos,Ninguna,Despues de tocar entorno.,Higiene con solución alcoholica
25/11/2025 9:54:18,Gomez Claudio ,UTI ADULTO,SADOFE NOCHE,Medico Clinico,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
25/11/2025 9:54:44,Gomez Claudio ,UTI ADULTO,SADOFE,Medico de UTI adultos,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Ninguna
25/11/2025 9:55:04,Gomez Claudio ,UTI ADULTO,SADOFE,Enfermeria,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
25/11/2025 9:55:28,Gomez Claudio ,UTI ADULTO,SADOFE,Kinesiologo,Despues de tocar al paciente,Ninguna,Despues de tocar entorno.,Higiene con solución alcoholica
25/11/2025 9:55:57,Gomez Claudio ,UTI ADULTO,SADOFE,Mucama,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
25/11/2025 9:56:24,Gomez Claudio ,UTI ADULTO,SADOFE,Medico Urologo (Staff y Residente),Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar entorno.,Ninguna
25/11/2025 9:56:52,Gomez Claudio ,UTI ADULTO,SADOFE,Tec. Hemodialisis,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
25/11/2025 9:57:19,Gomez Claudio ,UTI ADULTO,SADOFE,Medico Cirujano (Staff y Residente),Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar entorno.,Ninguna
25/11/2025 9:57:44,Gomez Claudio ,UTI ADULTO,SADOFE,Enfermeria,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
25/11/2025 9:58:06,Gomez Claudio ,UTI ADULTO,SADOFE,Medico de UTI adultos,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
25/11/2025 9:58:36,Gomez Claudio ,UTI ADULTO,SADOFE,Residente de Clinica,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
25/11/2025 9:58:56,Gomez Claudio ,UTI ADULTO,SADOFE,Camillero,Despues de tocar al paciente,Ninguna,Despues de tocar entorno.,Higiene con solución alcoholica
25/11/2025 9:59:19,Gomez Claudio ,UTI ADULTO,SADOFE,Imagenes (ecografista y RX),Despues de tocar al paciente,Ninguna,Despues de tocar entorno.,Ninguna
25/11/2025 9:59:41,Gomez Claudio ,UTI ADULTO,SADOFE,Medico de UTI adultos,Después de tocar fluidos,Ninguna,Despues de tocar entorno.,Higiene con solución alcoholica
1/12/2025 10:11:20,Gomez Claudio ,UTI ADULTO,SADOFE,Medico Clinico,Antes de tocar al paciente,Ninguna,Despues de tocar fluidos,Higiene con solución alcoholica
1/12/2025 10:12:03,Gomez Claudio ,UTI ADULTO,SADOFE,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 1:47:57,Graciela Coronel,7mo  piso,Noche B,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
3/12/2025 22:29:33,Graciela Coronel ,7mo  piso,Noche B,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
3/12/2025 22:30:00,Graciela Coronel ,7mo  piso,Noche B,Residente de Clinica,Antes de tocar al paciente,Ninguna,Despues de tocar entorno.,Ninguna
3/12/2025 22:30:26,Graciela Coronel ,7mo  piso,Noche B,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
3/12/2025 22:30:50,Graciela Coronel ,7mo  piso,Noche B,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
3/12/2025 22:32:11,Graciela Coronel ,7mo  piso,Noche B,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
3/12/2025 22:32:46,Graciela Coronel ,7mo  piso,Noche B,Mucama,Despues de tocar entorno,Ninguna,,Ninguna
3/12/2025 22:33:16,Graciela Coronel ,7mo  piso,Noche B,Camillero,Despues de tocar al paciente,Ninguna,Despues de tocar entorno.,Higiene con solución alcoholica
3/12/2025 22:33:44,Graciela Coronel ,7mo  piso,Noche B,Camillero,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
3/12/2025 22:34:08,Graciela Coronel ,7mo  piso,Noche B,Tec.Laboratorio,Antes de realizar técnica Aseptica,Ninguna,Despues de tocar al paciente,Ninguna
3/12/2025 22:34:35,Graciela Coronel ,7mo  piso,Noche B,Tec.Laboratorio,Antes de tocar al paciente,Ninguna,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
3/12/2025 22:35:31,Graciela Coronel ,7mo  piso,Noche B,Imagenes (ecografista y RX),Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
3/12/2025 22:35:54,Graciela Coronel ,7mo  piso,Noche B,Imagenes (ecografista y RX),Antes de tocar al paciente,Ninguna,Despues de tocar entorno.,Ninguna
3/12/2025 22:36:23,Graciela Coronel ,7mo  piso,Noche B,Mucama,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar entorno.,Ninguna
3/12/2025 22:36:46,Graciela Coronel ,7mo  piso,Noche B,Medico Traumatologo (Staff y Residente),Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
3/12/2025 22:37:10,Graciela Coronel ,7mo  piso,Noche B,Medico Traumatologo (Staff y Residente),Antes de realizar técnica Aseptica,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 1:47:25,Graciela Coronel ,7mo  piso,Noche B,Residente de Clinica,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 1:48:24,Graciela Coronel ,7mo  piso,Noche B,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 1:48:50,Graciela Coronel ,7mo  piso,Noche B,Residente de Clinica,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 1:49:16,Graciela Coronel ,7mo  piso,Noche B,Camillero,Despues de tocar al paciente,Ninguna,Despues de tocar entorno.,Higiene con solución alcoholica
4/12/2025 1:49:46,Graciela Coronel ,7mo  piso,Noche B,Camillero,Antes de tocar al paciente,Ninguna,Despues de tocar entorno.,Higiene con solución alcoholica
4/12/2025 1:50:10,Graciela Coronel ,7mo  piso,Noche B,Mucama,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar entorno.,Ninguna
4/12/2025 1:50:38,Graciela Coronel ,7mo  piso,Noche B,Imagenes (ecografista y RX),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 1:51:03,Graciela Coronel ,7mo  piso,Noche B,Imagenes (ecografista y RX),Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 1:51:36,Graciela Coronel ,7mo  piso,Noche B,Mucama,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar entorno.,Ninguna
4/12/2025 1:52:01,Graciela Coronel ,7mo  piso,Noche B,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
4/12/2025 1:52:25,Graciela Coronel ,7mo  piso,Noche B,Enfermeria,Antes de tocar al paciente,Ninguna,Despues de tocar fluidos,Higiene con solución alcoholica
4/12/2025 1:52:51,Graciela Coronel ,7mo  piso,Noche B,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 1:53:17,Graciela Coronel ,7mo  piso,Noche B,Mucama,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar entorno.,Ninguna
4/12/2025 1:53:48,Graciela Coronel ,7mo  piso,Noche B,Tec.Laboratorio,Antes de realizar técnica Aseptica,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 1:54:10,Graciela Coronel ,7mo  piso,Noche B,Tec.Laboratorio,Antes de realizar técnica Aseptica,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 1:55:06,Graciela Coronel ,7mo  piso,Noche B,Aux. de alimentación,Despues de tocar entorno,Ninguna,,
4/12/2025 1:55:25,Graciela Coronel ,7mo  piso,Noche B,Aux. de alimentación,Despues de tocar entorno,Ninguna,,
4/12/2025 1:56:58,Graciela Coronel ,7mo  piso,Noche B,Imagenes (ecografista y RX),Antes de tocar al paciente,Ninguna,Despues de tocar entorno.,Higiene con solución alcoholica
4/12/2025 1:57:24,Graciela Coronel ,7mo  piso,Noche B,Residente de Clinica,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 1:57:45,Graciela Coronel ,7mo  piso,Noche B,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 1:58:06,Graciela Coronel ,7mo  piso,Noche B,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 1:58:34,Graciela Coronel ,7mo  piso,Noche B,Camillero,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
4/12/2025 1:58:58,Graciela Coronel ,7mo  piso,Noche B,Tec.Laboratorio,Antes de realizar técnica Aseptica,Ninguna,Despues de tocar al paciente,Ninguna
4/12/2025 1:59:22,Graciela Coronel ,7mo  piso,Noche B,Enfermeria,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 2:00:36,Graciela Coronel ,7mo  piso,Noche B,Mucama,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar entorno.,Ninguna
4/12/2025 2:00:57,Graciela Coronel ,7mo  piso,Noche B,Tec.Laboratorio,Antes de realizar técnica Aseptica,Ninguna,Despues de tocar al paciente,Ninguna
4/12/2025 2:01:18,Graciela Coronel ,7mo  piso,Noche B,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
4/12/2025 2:01:42,Graciela Coronel ,7mo  piso,Noche B,Tec.Laboratorio,Antes de realizar técnica Aseptica,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 2:02:13,Graciela Coronel ,7mo  piso,Noche B,Aux. de alimentación,Despues de tocar entorno,Ninguna,,
4/12/2025 2:02:35,Graciela Coronel ,7mo  piso,Noche B,Aux. de alimentación,Despues de tocar entorno,Ninguna,,
4/12/2025 2:03:04,Graciela Coronel ,7mo  piso,Noche B,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
4/12/2025 2:03:27,Graciela Coronel ,7mo  piso,Noche B,Tec.Laboratorio,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar al paciente,Ninguna
4/12/2025 2:03:48,Graciela Coronel ,7mo  piso,Noche B,Mucama,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
4/12/2025 2:04:11,Graciela Coronel ,7mo  piso,Noche B,Mucama,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
4/12/2025 2:04:40,Graciela Coronel ,7mo  piso,Noche B,Imagenes (ecografista y RX),Antes de tocar al paciente,Ninguna,Despues de tocar entorno.,Higiene con solución alcoholica
4/12/2025 2:05:04,Graciela Coronel ,7mo  piso,Noche B,Enfermeria,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 2:05:28,Graciela Coronel ,7mo  piso,Noche B,Mucama,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar entorno.,Ninguna
4/12/2025 2:06:03,Graciela Coronel ,7mo  piso,Noche B,Residente de Clinica,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 2:06:30,Graciela Coronel ,7mo  piso,Noche B,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
4/12/2025 2:07:12,Graciela Coronel ,7mo  piso,Noche B,Camillero,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
26/11/2025 12:09:19,Jonathan Santiago ,6to piso,Noche A,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
26/11/2025 12:10:06,Jonathan Santiago ,6to piso,Noche A,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
26/11/2025 12:10:38,Jonathan Santiago ,6to piso,Noche A,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
26/11/2025 12:11:04,Jonathan Santiago ,6to piso,Noche A,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
26/11/2025 12:11:26,Jonathan Santiago ,6to piso,Noche A,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
